Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
manual-transcription-needed,[Manual transcription needed],<p>[Manual transcription needed]</p>,,,,,FALSE,Title,Default Title,FW-037-B23,,TRUE,TRUE,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw37thset-batch-23_01_fw37thset-batch-23-untitled-listing-img01-2026-05-26-083416.jpg,1,[Manual transcription needed],draft
manual-transcription-needed,,,,,,,,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw37thset-batch-23_02_fw37thset-batch-23-untitled-listing-img02-2026-05-26-083425.jpg,2,[Manual transcription needed],
manual-transcription-needed,,,,,,,,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw37thset-batch-23_03_fw37thset-batch-23-untitled-listing-img03-2026-05-26-083431.jpg,3,[Manual transcription needed],
manual-transcription-needed,,,,,,,,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw37thset-batch-23_04_fw37thset-batch-23-untitled-listing-img04-2026-05-26-083437.jpg,4,[Manual transcription needed],
manual-transcription-needed,,,,,,,,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw37thset-batch-23_05_fw37thset-batch-23-untitled-listing-img05-2026-05-26-083442.jpg,5,[Manual transcription needed],
large-lightweight-shortie-blues-vintage-chenille-bathrobe-upcycled-from-hand-tuf,"Large lightweight ""Shortie Blues"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads","<p>Requests for shorter (than ankle length) bathrobes...another! This one is a large (can fit
up to a woman&#x27;s size 16) and is full of fun flowers; front and back, even the cuffs.
Lightweight and soft, sleeves are an hombre style of blue tufting.
Large can fit up to a woman&#x27;s size 16, with pockets; machine washable too.
Chenille bedspreads were created and manufactured in the US during the 1930s to the
1950s; much of it was hand tufted. The hand tufting process was often a series of knots
tied in a pre-printed design onto cotton (muslin) fabric. These one-of-a-kind bedspreads
varied by the tufter, as well as by materials used.
The production of chenille stopped in the United States after about 1960, and much of it
is being up cycled and given new life. Since the supply of vintage chenille is limited and
finite, it has become more difficult to find! Although chenille is durable, it can suffer
wear over time that may take the form of thinning lines of chenille, skipped spots where
chenille has come out; small pinholes, or variations in color. If any of these
imnarfantione ara natal luill mantian tham in tha danarintion halaur
hut hamalien tha</p>",,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted",FALSE,Title,Default Title,FW-073-B24,,TRUE,TRUE,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw73rdset-batch-24_01_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,1,"Large lightweight ""Shortie Blues"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",draft
large-lightweight-shortie-blues-vintage-chenille-bathrobe-upcycled-from-hand-tuf,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw73rdset-batch-24_02_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,2,"Large lightweight ""Shortie Blues"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
large-lightweight-shortie-blues-vintage-chenille-bathrobe-upcycled-from-hand-tuf,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw73rdset-batch-24_03_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,3,"Large lightweight ""Shortie Blues"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
large-lightweight-shortie-blues-vintage-chenille-bathrobe-upcycled-from-hand-tuf,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw73rdset-batch-24_04_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,4,"Large lightweight ""Shortie Blues"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
large-lightweight-shortie-blues-vintage-chenille-bathrobe-upcycled-from-hand-tuf,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw73rdset-batch-24_05_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,5,"Large lightweight ""Shortie Blues"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
large-lightweight-shortie-blues-vintage-chenille-bathrobe-upcycled-from-hand-tuf,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw73rdset-batch-24_06_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,6,"Large lightweight ""Shortie Blues"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
large-lightweight-shortie-blues-vintage-chenille-bathrobe-upcycled-from-hand-tuf,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw73rdset-batch-24_07_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,7,"Large lightweight ""Shortie Blues"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
large-lightweight-shortie-blues-vintage-chenille-bathrobe-upcycled-from-hand-tuf,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw73rdset-batch-24_08_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,8,"Large lightweight ""Shortie Blues"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
large-lightweight-shortie-blues-vintage-chenille-bathrobe-upcycled-from-hand-tuf,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw73rdset-batch-24_09_fw73rdset-batch-24-large-lightweight-shortie-blues-vintage-chenille-ba.jpg,9,"Large lightweight ""Shortie Blues"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe-upcycled-from-hand,"Medium plush ""Waffles in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads","<p>The vintage chenille bedspread used to create this bathrobe is a &#x27;double&#x27; chenille, where
the background chenille (usually white) is matching generated, and the designs are
tufted on top. The background chenille in this bathrobe is a &#x27;waffle&#x27; chenille, if you zoom
in you can see it is square. The hand tufting takes the form of the pretty flowers and
bows on top of the background chenille.
This bathrobe is very symmetrical, as that is how the bedspread was designed. I love to
create bathrobes out of this design, as it is easier to match the connecting parts. A
medium can fit up to a woman&#x27;s size 12, with pockets; machine washable too!
Chenille bedspreads were created and manufactured in the US during the 1930s to the
1950s; much of it was hand tufted. The hand tufting process was often a series of knots
tied in a pre-printed design onto cotton (muslin) fabric. These one-of-a-kind bedspreads
varied by the tufter, as well as by materials used.
The production of chenille stopped in the United States after about 1960, and much of it
is being up cycled and given new life. Since the supply of vintage chenille is limited and</p>",,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush",FALSE,Title,Default Title,FW-074-B25,,TRUE,TRUE,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw74thset-batch-25_01_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,1,"Medium plush ""Waffles in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",draft
medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe-upcycled-from-hand,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw74thset-batch-25_02_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,2,"Medium plush ""Waffles in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe-upcycled-from-hand,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw74thset-batch-25_03_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,3,"Medium plush ""Waffles in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe-upcycled-from-hand,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw74thset-batch-25_04_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,4,"Medium plush ""Waffles in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe-upcycled-from-hand,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw74thset-batch-25_05_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,5,"Medium plush ""Waffles in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe-upcycled-from-hand,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw74thset-batch-25_06_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,6,"Medium plush ""Waffles in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe-upcycled-from-hand,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw74thset-batch-25_07_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,7,"Medium plush ""Waffles in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe-upcycled-from-hand,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw74thset-batch-25_08_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,8,"Medium plush ""Waffles in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
medium-plush-waffles-in-the-garden-vintage-chenille-bathrobe-upcycled-from-hand,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, flower, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw74thset-batch-25_09_fw74thset-batch-25-medium-plush-waffles-in-the-garden-vintage-chenille.jpg,9,"Medium plush ""Waffles in the Garden"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upcycled-from-hand-tuft,"2X long and plush ""Plum Perfect"" vintage chenille bathrobe upcycled from hand tufted peacock chenille bedspread","<p>The king of purple peacocks, so big that the tail goes across the entire back panel and
laps over onto each side as well. I cut this as a 2X due to the size of the tail, so that I
could capture the whole thing! Very plush and such vibrant colors against that tan
background; and the front has those amazing cathedral windows and oodles of flowers.
Sleeves are loaded with more purple daisies, that matches that fabulous peacock tail.
2X can fit up to a woman&#x27;s size 26, with pockets. Melissa Mccarthy wore one of my
gorgeous peacock robes in her recent movie &#x27;Genie&#x27;, her was a 3X for reference. The
mannequin in the photos is a size 18 for reference as well.
Chenille bedspreads were created and manufactured in the US during the 1930s to the
1950s; much of it was hand tufted. The hand tufting process was often a series of knots
tied in a pre-printed design onto cotton (muslin) fabric. These one-of-a-kind bedspreads
varied by the tufter, as well as by materials used.
The production of chenille stopped in the United States after about 1960, and much of it
is being up cycled and given new life. Since the supply of vintage chenille is limited and</p>",,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, cotton, hand tufted, plush",FALSE,Title,Default Title,FW-075-B26,,TRUE,TRUE,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw75thset-batch-26_01_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,1,"2X long and plush ""Plum Perfect"" vintage chenille bathrobe upcycled from hand tufted peacock chenille bedspread",draft
2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upcycled-from-hand-tuft,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw75thset-batch-26_02_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,2,"2X long and plush ""Plum Perfect"" vintage chenille bathrobe upcycled from hand tufted peacock chenille bedspread",
2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upcycled-from-hand-tuft,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw75thset-batch-26_03_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,3,"2X long and plush ""Plum Perfect"" vintage chenille bathrobe upcycled from hand tufted peacock chenille bedspread",
2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upcycled-from-hand-tuft,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw75thset-batch-26_04_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,4,"2X long and plush ""Plum Perfect"" vintage chenille bathrobe upcycled from hand tufted peacock chenille bedspread",
2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upcycled-from-hand-tuft,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw75thset-batch-26_05_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,5,"2X long and plush ""Plum Perfect"" vintage chenille bathrobe upcycled from hand tufted peacock chenille bedspread",
2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upcycled-from-hand-tuft,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw75thset-batch-26_06_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,6,"2X long and plush ""Plum Perfect"" vintage chenille bathrobe upcycled from hand tufted peacock chenille bedspread",
2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upcycled-from-hand-tuft,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw75thset-batch-26_07_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,7,"2X long and plush ""Plum Perfect"" vintage chenille bathrobe upcycled from hand tufted peacock chenille bedspread",
2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upcycled-from-hand-tuft,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw75thset-batch-26_08_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,8,"2X long and plush ""Plum Perfect"" vintage chenille bathrobe upcycled from hand tufted peacock chenille bedspread",
2x-long-and-plush-plum-perfect-vintage-chenille-bathrobe-upcycled-from-hand-tuft,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, peacock, flower, cotton, hand tufted, plush",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw75thset-batch-26_09_fw75thset-batch-26-2x-long-and-plush-plum-perfect-vintage-chenille-bat.jpg,9,"2X long and plush ""Plum Perfect"" vintage chenille bathrobe upcycled from hand tufted peacock chenille bedspread",
small-lightweight-touch-of-purple-vintage-chenille-bathrobe-upcycled-from-hand-t,Small lightweight 'Touch of Purple' vintage chenille bathrobe upcycled from hand tufted chenille bedspread,"<p>Lightweight and soft, this beauty is a purple lovers dream...Lots of purple in the body of
the robe; and those sleeves!
Small can fit up to a woman&#x27;s size 8, with pockets; machine washable too.
Chenille bedspreads were created and manufactured in the US during the 1930s to the
1950s; much of it was hand tufted. The hand tufting process was often a series of knots
tied in a pre-printed design onto cotton (muslin) fabric. These one-of-a-kind bedspreads
varied by the tufter, as well as by materials used.
The production of chenille stopped in the United States after about 1960, and much of it
is being up cycled and given new life. Since the supply of vintage chenille is limited and
finite, it has become more difficult to find! Although chenille is durable, it can suffer
wear over time that may take the form of thinning lines of chenille, skipped spots where
chenille has come out; small pinholes, or variations in color. If any of these
imperfections are notable, I will mention them in the description below, but because the
chenille is true vintage or antique, the journey it has made prior to becoming this</p>",,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",FALSE,Title,Default Title,FW-076-B27,,TRUE,TRUE,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw76thset-batch-27_01_fw76thset-batch-27-small-lightweight-touch-of-purple-vintage-chenille.jpg,1,Small lightweight 'Touch of Purple' vintage chenille bathrobe upcycled from hand tufted chenille bedspread,draft
small-lightweight-touch-of-purple-vintage-chenille-bathrobe-upcycled-from-hand-t,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw76thset-batch-27_02_fw76thset-batch-27-small-lightweight-touch-of-purple-vintage-chenille.jpg,2,Small lightweight 'Touch of Purple' vintage chenille bathrobe upcycled from hand tufted chenille bedspread,
small-lightweight-touch-of-purple-vintage-chenille-bathrobe-upcycled-from-hand-t,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw76thset-batch-27_03_fw76thset-batch-27-small-lightweight-touch-of-purple-vintage-chenille.jpg,3,Small lightweight 'Touch of Purple' vintage chenille bathrobe upcycled from hand tufted chenille bedspread,
small-lightweight-touch-of-purple-vintage-chenille-bathrobe-upcycled-from-hand-t,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw76thset-batch-27_04_fw76thset-batch-27-small-lightweight-touch-of-purple-vintage-chenille.jpg,4,Small lightweight 'Touch of Purple' vintage chenille bathrobe upcycled from hand tufted chenille bedspread,
small-lightweight-touch-of-purple-vintage-chenille-bathrobe-upcycled-from-hand-t,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw76thset-batch-27_05_fw76thset-batch-27-small-lightweight-touch-of-purple-vintage-chenille.jpg,5,Small lightweight 'Touch of Purple' vintage chenille bathrobe upcycled from hand tufted chenille bedspread,
small-lightweight-touch-of-purple-vintage-chenille-bathrobe-upcycled-from-hand-t,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw76thset-batch-27_06_fw76thset-batch-27-small-lightweight-touch-of-purple-vintage-chenille.jpg,6,Small lightweight 'Touch of Purple' vintage chenille bathrobe upcycled from hand tufted chenille bedspread,
small-lightweight-touch-of-purple-vintage-chenille-bathrobe-upcycled-from-hand-t,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw76thset-batch-27_07_fw76thset-batch-27-small-lightweight-touch-of-purple-vintage-chenille.jpg,7,Small lightweight 'Touch of Purple' vintage chenille bathrobe upcycled from hand tufted chenille bedspread,
small-lightweight-touch-of-purple-vintage-chenille-bathrobe-upcycled-from-hand-t,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw76thset-batch-27_08_fw76thset-batch-27-small-lightweight-touch-of-purple-vintage-chenille.jpg,8,Small lightweight 'Touch of Purple' vintage chenille bathrobe upcycled from hand tufted chenille bedspread,
large-long-bluebirds-of-happiness-vintage-chenille-bathrobe-upcycled-from-hand-t,"Large long ""Bluebirds of Happiness"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads","<p>This bathrobe was made from a &#x27;double&#x27; chenille vintage chenille bedspread. I have had
this particular bedspread before, the bathrobe I created from this one is extra long, the
new owner should be at least 5&#x27;4&quot; or taller.
The body of this robe is a butter yellow chenille with those awesome bluebirds soaring
overhead. There were a couple stains that i covered with additional purple daisies, you
can see them randomly sprinkled in the robe.
A large can fit up to a woman&#x27;s size 18, with pockets. This robe is lightweight, a summer
robe for sure. Chenille bedspreads were created and manufactured in the US during the
1930s to the 1950s; much of it was hand tufted. The hand tufting process was often a
series of knots tied in a pre-printed design onto cotton (muslin) fabric. These one-of-a-
kind bedspreads varied by the tufter, as well as by materials used.
The production of chenille stopped in the United States after about 1960, and much of it
is being up cycled and given new life. Since the supply of vintage chenille is limited and
finite, it has become more difficult to find! Although chenille is durable, it can suffer</p>",,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",FALSE,Title,Default Title,FW-079-B28,,TRUE,TRUE,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw79thset-batch-28_01_fw79thset-batch-28-large-long-bluebirds-of-happiness-vintage-chenille.jpg,1,"Large long ""Bluebirds of Happiness"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",draft
large-long-bluebirds-of-happiness-vintage-chenille-bathrobe-upcycled-from-hand-t,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw79thset-batch-28_02_fw79thset-batch-28-large-long-bluebirds-of-happiness-vintage-chenille.jpg,2,"Large long ""Bluebirds of Happiness"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
large-long-bluebirds-of-happiness-vintage-chenille-bathrobe-upcycled-from-hand-t,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw79thset-batch-28_03_fw79thset-batch-28-large-long-bluebirds-of-happiness-vintage-chenille.jpg,3,"Large long ""Bluebirds of Happiness"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
large-long-bluebirds-of-happiness-vintage-chenille-bathrobe-upcycled-from-hand-t,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw79thset-batch-28_04_fw79thset-batch-28-large-long-bluebirds-of-happiness-vintage-chenille.jpg,4,"Large long ""Bluebirds of Happiness"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
large-long-bluebirds-of-happiness-vintage-chenille-bathrobe-upcycled-from-hand-t,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw79thset-batch-28_05_fw79thset-batch-28-large-long-bluebirds-of-happiness-vintage-chenille.jpg,5,"Large long ""Bluebirds of Happiness"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
large-long-bluebirds-of-happiness-vintage-chenille-bathrobe-upcycled-from-hand-t,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw79thset-batch-28_06_fw79thset-batch-28-large-long-bluebirds-of-happiness-vintage-chenille.jpg,6,"Large long ""Bluebirds of Happiness"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
large-long-bluebirds-of-happiness-vintage-chenille-bathrobe-upcycled-from-hand-t,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw79thset-batch-28_07_fw79thset-batch-28-large-long-bluebirds-of-happiness-vintage-chenille.jpg,7,"Large long ""Bluebirds of Happiness"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
large-long-bluebirds-of-happiness-vintage-chenille-bathrobe-upcycled-from-hand-t,,,,,Bathrobe,"vintage, chenille, bathrobe, robe, upcycled, bedspread, cotton, hand tufted",,,,,,,,https://jonathankhobson.github.io/shareables/assets/etsy-image-rescue-2026-05-29/images/fw79thset-batch-28_08_fw79thset-batch-28-large-long-bluebirds-of-happiness-vintage-chenille.jpg,8,"Large long ""Bluebirds of Happiness"" vintage chenille bathrobe upcycled from hand tufted chenille bedspreads",
